#{"t_start": 1642221014.8877358, "env_id": "KinovaSpoon-v2"}
r,l,t,is_success
50.0,50,1.90446,0.0
50.0,50,3.022685,0.0
50.0,50,4.141224,0.0
20.0,20,4.790445,0.0
50.0,50,5.908854,0.0
50.0,50,7.027322,0.0
50.0,50,8.159427,0.0
50.0,50,9.277758,0.0
50.0,50,10.396688,0.0
24.0,24,11.12856,0.0
50.0,50,12.246866,0.0
50.0,50,13.365223,0.0
50.0,50,14.48359,0.0
50.0,50,15.615798,0.0
50.0,50,16.73421,0.0
50.0,50,17.852771,0.0
50.0,50,18.97135,0.0
50.0,50,20.10307,0.0
50.0,50,21.2215,0.0
50.0,50,22.340019,0.0
50.0,50,23.458554,0.0
50.0,50,24.590486,0.0
50.0,50,25.70875,0.0
50.0,50,26.827565,0.0
50.0,50,27.945819,0.0
50.0,50,29.077652,0.0
50.0,50,30.196027,0.0
50.0,50,31.314345,0.0
50.0,50,32.432968,0.0
50.0,50,33.565245,0.0
50.0,50,34.683531,0.0
50.0,50,35.802125,0.0
50.0,50,36.934484,0.0
50.0,50,38.052305,0.0
50.0,50,39.170655,0.0
50.0,50,40.288913,0.0
50.0,50,41.421243,0.0
50.0,50,42.539552,0.0
50.0,50,43.657771,0.0
50.0,50,44.776675,0.0
50.0,50,45.908358,0.0
50.0,50,47.027383,0.0
50.0,50,48.151023,0.0
50.0,50,49.263721,0.0
50.0,50,50.396114,0.0
50.0,50,51.514152,0.0
50.0,50,52.632427,0.0
50.0,50,53.750912,0.0
50.0,50,54.883332,0.0
50.0,50,56.001425,0.0
50.0,50,57.120494,0.0
50.0,50,58.252595,0.0
50.0,50,59.370654,0.0
50.0,50,60.489074,0.0
50.0,50,61.607324,0.0
50.0,50,62.739425,0.0
13.0,13,63.24039,0.0
50.0,50,64.35922,0.0
50.0,50,65.47731,0.0
50.0,50,66.609368,0.0
50.0,50,67.727637,0.0
50.0,50,68.846217,0.0
50.0,50,69.964448,0.0
50.0,50,71.096548,0.0
50.0,50,72.215086,0.0
50.0,50,73.333991,0.0
50.0,50,74.452441,0.0
50.0,50,75.584089,0.0
50.0,50,76.702437,0.0
50.0,50,77.820877,0.0
50.0,50,78.939202,0.0
50.0,50,80.071634,0.0
50.0,50,81.189829,0.0
50.0,50,82.308244,0.0
50.0,50,83.426999,0.0
50.0,50,84.55869,0.0
50.0,50,85.677066,0.0
50.0,50,86.795524,0.0
50.0,50,87.927513,0.0
50.0,50,89.04586,0.0
50.0,50,90.164701,0.0
50.0,50,91.283039,0.0
50.0,50,92.414828,0.0
50.0,50,93.533398,0.0
50.0,50,94.651431,0.0
50.0,50,95.770197,0.0
50.0,50,96.901941,0.0
64.0,50,98.020628,0.0
50.0,50,99.139082,0.0
50.0,50,100.257329,0.0
50.0,50,101.38946,0.0
50.0,50,102.508094,0.0
50.0,50,103.626519,0.0
50.0,50,104.744529,0.0
50.0,50,105.876558,0.0
50.0,50,106.994813,0.0
50.0,50,108.113572,0.0
50.0,50,109.232035,0.0
50.0,50,110.364221,0.0
33.0,33,111.265545,0.0
50.0,50,112.383971,0.0
50.0,50,113.502848,0.0
50.0,50,114.63424,0.0
50.0,50,115.752717,0.0
50.0,50,116.87118,0.0
50.0,50,118.003279,0.0
50.0,50,119.121526,0.0
54.0,50,120.240212,0.0
63.0,50,121.358711,0.0
50.0,50,122.490442,0.0
50.0,50,123.609102,0.0
50.0,50,124.727556,0.0
50.0,50,125.846049,0.0
50.0,50,126.977918,0.0
62.0,50,128.096434,0.0
50.0,50,129.214716,0.0
50.0,50,130.332939,0.0
50.0,50,131.46533,0.0
50.0,50,132.583796,0.0
64.0,50,133.702195,0.0
50.0,50,134.820542,0.0
52.0,50,135.952296,0.0
63.0,50,137.070684,0.0
50.0,50,138.189421,0.0
50.0,50,139.307935,0.0
64.0,50,140.439845,0.0
50.0,50,141.55815,0.0
50.0,50,142.676803,0.0
50.0,50,143.809144,0.0
67.0,50,144.926942,0.0
50.0,50,146.045288,0.0
50.0,50,147.170266,0.0
50.0,50,148.295862,0.0
61.0,50,149.414324,0.0
50.0,50,150.53282,0.0
50.0,50,151.651497,0.0
50.0,50,152.783483,0.0
50.0,50,153.901987,0.0
50.0,50,155.019971,0.0
68.0,50,156.13841,0.0
52.0,50,157.270637,0.0
52.0,50,158.390424,0.0
50.0,50,159.507277,0.0
50.0,50,160.625832,0.0
50.0,50,161.758251,0.0
67.0,50,162.876841,0.0
50.0,50,163.995117,0.0
67.0,50,165.127044,0.0
50.0,50,166.245154,0.0
65.0,50,167.363933,0.0
65.0,50,168.481888,0.0
65.0,50,169.614173,0.0
66.0,50,170.73266,0.0
67.0,50,171.850706,0.0
67.0,50,172.97009,0.0
50.0,50,174.101286,0.0
50.0,50,175.22037,0.0
66.0,50,176.338613,0.0
66.0,50,177.457056,0.0
63.0,50,178.588707,0.0
50.0,50,179.707075,0.0
67.0,50,180.825432,0.0
66.0,50,181.943847,0.0
50.0,50,183.076076,0.0
63.0,50,184.193148,0.0
66.0,50,185.313231,0.0
65.0,50,186.431256,0.0
61.0,50,187.56345,0.0
67.0,50,188.681743,0.0
66.0,50,189.800056,0.0
66.0,50,190.932294,0.0
50.0,50,192.050546,0.0
66.0,50,193.168887,0.0
50.0,50,194.287679,0.0
50.0,50,195.41951,0.0
65.0,50,196.538131,0.0
67.0,50,197.656377,0.0
67.0,50,198.774739,0.0
67.0,50,199.907165,0.0
67.0,50,201.025325,0.0
57.0,50,202.143695,0.0
50.0,50,203.262226,0.0
67.0,50,204.394289,0.0
66.0,50,205.512849,0.0
67.0,50,206.630814,0.0
68.0,50,207.749524,0.0
67.0,50,208.881526,0.0
67.0,50,209.999922,0.0
67.0,50,211.118303,0.0
67.0,50,212.250467,0.0
67.0,50,213.368811,0.0
65.0,50,214.487488,0.0
68.0,50,215.605872,0.0
50.0,50,216.737673,0.0
67.0,50,217.855921,0.0
66.0,50,218.974425,0.0
67.0,50,220.093092,0.0
65.0,50,221.224966,0.0
67.0,50,222.344013,0.0
66.0,50,223.462292,0.0
66.0,50,224.580545,0.0
67.0,50,225.71281,0.0
66.0,50,232.021856,0.0
67.0,50,232.969714,0.0
67.0,50,234.087585,0.0
67.0,50,235.206028,0.0
66.0,50,236.338109,0.0
67.0,50,237.456714,0.0
66.0,50,238.629624,0.0
67.0,50,239.694007,0.0
67.0,50,240.826196,0.0
67.0,50,241.943997,0.0
66.0,50,243.062337,0.0
66.0,50,244.194485,0.0
67.0,50,245.312841,0.0
67.0,50,246.431214,0.0
66.0,50,247.549491,0.0
67.0,50,248.681726,0.0
67.0,50,249.800334,0.0
65.0,50,250.918645,0.0
66.0,50,252.037004,0.0
65.0,50,253.168856,0.0
66.0,50,254.287411,0.0
66.0,50,255.405758,0.0
67.0,50,256.524245,0.0
68.0,50,257.656357,0.0
67.0,50,258.775096,0.0
67.0,50,259.892954,0.0
83.0,50,261.011251,1.0
82.0,50,262.144207,1.0
84.0,50,263.262403,1.0
84.0,50,264.380857,1.0
82.0,50,265.499251,1.0
85.0,50,266.631026,1.0
81.0,50,267.74997,1.0
85.0,50,268.868102,1.0
82.0,50,269.999976,1.0
80.0,50,271.118123,0.0
79.0,50,272.236688,0.0
84.0,50,273.355156,1.0
84.0,50,274.48707,1.0
84.0,50,275.605667,1.0
81.0,50,276.723915,1.0
84.0,50,277.842428,1.0
85.0,50,278.974669,1.0
85.0,50,280.093469,1.0
85.0,50,281.209307,1.0
85.0,50,282.330318,1.0
84.0,50,283.461778,1.0
83.0,50,284.579983,1.0
83.0,50,285.698388,1.0
79.0,50,286.81707,0.0
84.0,50,287.948907,1.0
85.0,50,289.067775,1.0
85.0,50,290.185824,1.0
84.0,50,291.318195,1.0
81.0,50,292.436341,1.0
81.0,50,293.554782,1.0
82.0,50,294.67347,1.0
84.0,50,295.80539,1.0
83.0,50,296.924544,1.0
84.0,50,298.042347,1.0
82.0,50,299.161139,1.0
81.0,50,300.292363,1.0
84.0,50,301.411191,1.0
82.0,50,302.529942,1.0
85.0,50,303.648103,1.0
81.0,50,304.779887,1.0
85.0,50,305.898267,1.0
85.0,50,307.018117,1.0
82.0,50,308.134877,1.0
85.0,50,309.267276,1.0
84.0,50,310.386158,1.0
84.0,50,311.504193,1.0
85.0,50,312.622695,1.0
84.0,50,313.754658,1.0
81.0,50,314.872865,1.0
85.0,50,315.9912,1.0
83.0,50,317.123768,1.0
84.0,50,318.242311,1.0
83.0,50,319.360691,1.0
85.0,50,320.479309,1.0
85.0,50,321.610638,1.0
83.0,50,322.728949,1.0
82.0,50,323.847585,1.0
82.0,50,324.96619,1.0
82.0,50,326.098177,1.0
81.0,50,327.216554,1.0
83.0,50,328.335064,1.0
81.0,50,329.453135,1.0
81.0,50,330.585763,1.0
12.0,12,331.069095,0.0
82.0,50,332.187525,1.0
81.0,50,333.305735,1.0
85.0,50,334.424487,1.0
83.0,50,335.556782,1.0
82.0,50,336.675004,1.0
83.0,50,337.793686,1.0
85.0,50,338.92567,1.0
81.0,50,340.044401,1.0
83.0,50,341.162901,1.0
81.0,50,342.281216,1.0
82.0,50,343.412811,1.0
84.0,50,344.531839,1.0
81.0,50,345.649709,1.0
84.0,50,346.768306,1.0
82.0,50,347.899822,1.0
81.0,50,349.018434,1.0
84.0,50,350.136887,1.0
81.0,50,351.255241,1.0
82.0,50,352.387545,1.0
83.0,50,353.50561,1.0
85.0,50,354.623992,1.0
84.0,50,355.742505,1.0
85.0,50,356.874589,1.0
83.0,50,357.993104,1.0
85.0,50,359.11511,1.0
84.0,50,360.243755,1.0
85.0,50,361.362221,1.0
81.0,50,362.480363,1.0
83.0,50,363.598844,1.0
83.0,50,364.731257,1.0
82.0,50,365.849209,1.0
82.0,50,366.967736,1.0
84.0,50,368.085962,1.0
81.0,50,369.21818,1.0
83.0,50,370.337139,1.0
81.0,50,371.455411,1.0
81.0,50,372.574311,1.0
80.0,50,373.70568,0.0
82.0,50,374.824134,1.0
82.0,50,375.942289,1.0
85.0,50,377.060743,1.0
84.0,50,378.193254,1.0
84.0,50,379.311311,1.0
84.0,50,380.429428,1.0
84.0,50,381.548177,1.0
85.0,50,382.680707,1.0
82.0,50,383.79822,1.0
81.0,50,384.917005,1.0
83.0,50,386.049223,1.0
82.0,50,387.167656,1.0
82.0,50,388.28589,1.0
85.0,50,389.405031,1.0
8.0,8,389.819274,0.0
82.0,50,390.937985,1.0
80.0,50,392.05635,0.0
82.0,50,393.174507,1.0
81.0,50,394.306275,1.0
83.0,50,395.424756,1.0
85.0,50,396.543268,1.0
83.0,50,397.661957,1.0
85.0,50,398.794025,1.0
85.0,50,399.912058,1.0
83.0,50,401.030717,1.0
82.0,50,402.148913,1.0
85.0,50,403.281038,1.0
82.0,50,404.399744,1.0
85.0,50,405.517682,1.0
85.0,50,406.636252,1.0
85.0,50,407.768486,1.0
82.0,50,408.887372,1.0
84.0,50,410.005684,1.0
85.0,50,411.137462,1.0
82.0,50,412.255626,1.0
81.0,50,413.374063,1.0
83.0,50,414.492419,1.0
84.0,50,415.624586,1.0
84.0,50,416.743447,1.0
83.0,50,417.86155,1.0
82.0,50,418.979542,1.0
82.0,50,420.100875,1.0
85.0,50,421.231286,1.0
82.0,50,422.348795,1.0
82.0,50,423.467501,1.0
80.0,50,424.599644,0.0
83.0,50,425.717891,1.0
82.0,50,426.835975,1.0
82.0,50,427.954328,1.0
83.0,50,429.086461,1.0
84.0,50,430.204988,1.0
82.0,50,431.323486,1.0
83.0,50,432.44176,1.0
82.0,50,433.573556,1.0
82.0,50,434.692357,1.0
80.0,50,435.81097,0.0
81.0,50,436.942824,1.0
83.0,50,438.061562,1.0
84.0,50,439.179987,1.0
82.0,50,440.297759,1.0
83.0,50,441.430095,1.0
85.0,50,442.548326,1.0
82.0,50,443.666956,1.0
84.0,50,444.785351,1.0
83.0,50,445.917194,1.0
80.0,50,447.036392,0.0
84.0,50,448.155099,1.0
82.0,50,449.272675,1.0
83.0,50,450.404683,1.0
85.0,50,451.524177,1.0
83.0,50,452.641675,1.0
83.0,50,453.760131,1.0
82.0,50,454.892628,1.0
